id,nom,prenom,civilite,adresse,ville,zipcode,num_tel,email,regime,date_naiss,date_effect,conjointbirthdate,nbrenfants,source,birthdatechild1,birthdatechild2,birthdatechild3,birthdatechild4,birthdatechild5,dcr,soin_medical,hospitalisation,optique,dentaire
1533,Muller,Eric,Mme,80 Rue de la Paix,Grenoble,38000,0659394815,eric.muller30@hotmail.fr,Régime général,21/10/1962,24/09/2022,,1,web,15/07/2016,,,,,11/07/2022 00:00:00,ELEVE,MOYEN,ELEVE,ELEVE
1534,Girard,Martine,M,159 Rue Nationale,Saint-Denis,93200,0654760751,martine.girard65@gmail.com,Régime TNS,01/12/1980,07/06/2025,,3,web,25/06/2009,14/11/2008,13/11/2006,,,22/05/2025 00:00:00,MOYEN,MOYEN,ELEVE,ELEVE
1535,Simon,Bruno,M,135 Rue de la Paix,Versailles,78000,0645940859,brunosimon@yahoo.fr,Régime général,10/07/1996,09/04/2022,,0,web,,,,,,06/04/2022 00:00:00,ELEVE,MOYEN,ELEVE,MOYEN
1536,Simon,Monique,M,199 Rue République,Saint-Denis,93200,0737485251,monique.simon@yahoo.fr,Régime agricole,08/11/1988,10/05/2023,19/12/1986,2,MH-42,27/01/2013,14/12/2009,,,,10/03/2023 00:00:00,MOYEN,ECO,MOYEN,ELEVE
1537,Martinez,Pascal,Mme,160 Rue République,Saint-Denis,93200,0752396749,pascalmartinez8@sfr.fr,Régime général,02/11/1970,12/04/2025,25/06/1968,1,web,28/03/2020,,,,,06/03/2025 00:00:00,ELEVE,MOYEN,MAXI,MOYEN
1538,Dubois,Véronique,Mme,73 Rue Victor Hugo,Toulon,83000,0795753851,veroniquedubois@yahoo.fr,Régime général,18/01/2003,06/08/2021,19/06/2003,0,web,,,,,,06/07/2021 00:00:00,ELEVE,MOYEN,MAXI,ELEVE
1539,David,Audrey,Mme,6 Rue République,Rennes,35000,0685206334,audrey_david77@gmail.com,Régime général,10/10/1996,03/07/2024,,1,web,24/03/2020,,,,,28/05/2024 00:00:00,ELEVE,MOYEN,ELEVE,MOYEN
1540,François,Nicolas,Mme,178 Rue des Fleurs,Nice,06000,0641917160,nicolas.françois@yahoo.fr,Régime général,21/03/1973,08/08/2024,27/10/1973,0,web,,,,,,02/08/2024 00:00:00,MOYEN,MAXI,MAXI,MOYEN
1541,Lefevre,Jacques,M,139 Rue de la Paix,Lille,59000,0610936767,jacques_lefevre@hotmail.fr,Régime général,17/02/1985,29/10/2021,,4,fb-compagne-2023,21/07/2014,22/01/2008,01/11/2016,08/02/2015,,05/08/2021 00:00:00,ELEVE,ELEVE,ECO,MOYEN
1542,Martinez,Monique,Mme,158 Rue République,Saint-Étienne,42000,0735110269,monique.martinez@sfr.fr,Alsace-Moselle,12/06/1984,13/09/2021,07/01/1980,0,web,,,,,,10/09/2021 00:00:00,ELEVE,MOYEN,MAXI,MOYEN
1543,Thomas,Marc,M,53 Rue République,Angers,49000,0648550702,marc_thomas18@orange.fr,Régime général,25/12/1964,16/05/2021,21/04/1966,0,web,,,,,,21/04/2021 00:00:00,ELEVE,MAXI,MOYEN,ELEVE
1544,François,Bruno,M,41 Rue de la Paix,Lille,59000,0748342797,bruno.françois37@gmail.com,Régime général,11/02/1960,06/12/2023,,2,couple30_54_Vital,27/12/2020,27/05/2014,,,,27/09/2023 00:00:00,MAXI,MOYEN,ELEVE,ELEVE
1545,Morel,Gérard,Mme,42 Rue République,Grenoble,38000,0684889199,gerard_morel@hotmail.fr,Régime général,12/03/1943,06/09/2019,08/03/1948,2,web,17/06/1996,15/04/2000,,,,08/08/2019 00:00:00,MAXI,MOYEN,MAXI,MAXI
1546,Lopez,Céline,Mme,169 Rue République,Rennes,35000,0764523900,celine_lopez@gmail.com,Régime agricole,03/10/1962,08/02/2020,,1,MH-30M,09/10/1997,,,,,05/12/2019 00:00:00,MOYEN,ELEVE,ELEVE,MOYEN
1547,Moreau,Karine,Mme,196 Rue de la Paix,Montreuil,93100,0646709367,karine.moreau@hotmail.fr,Régime général,16/07/1969,24/01/2021,,3,MH-50M-Eric,16/05/2010,17/02/2020,25/08/2002,,,26/11/2020 00:00:00,ELEVE,ECO,MAXI,MAXI
1548,Leroy,Émilie,M,163 Rue Nationale,Dijon,21000,0646031613,emilieleroy63@orange.fr,Régime général,02/01/1960,27/11/2022,,1,web,03/11/2013,,,,,08/11/2022 00:00:00,ELEVE,MOYEN,ELEVE,MAXI
1549,Clement,Julie,M,125 Rue République,Montreuil,93100,0728328678,julie_clement@gmail.com,Régime agricole,09/07/2002,09/09/2025,,0,zra-sept,,,,,,03/08/2025 00:00:00,MOYEN,MAXI,MOYEN,MAXI
1550,Rousseau,Françoise,Mme,94 Rue Nationale,Dijon,21000,0716689409,françoise.rousseau@free.fr,Régime général,12/06/1997,12/08/2019,,0,MH-80,,,,,,02/08/2019 00:00:00,ELEVE,MAXI,MAXI,ECO
1551,Lambert,Olivier,Mme,30 Rue de la Paix,Créteil,94000,0639563224,olivier_lambert@gmail.com,Régime général,19/06/2003,11/11/2021,,0,web,,,,,,05/09/2021 00:00:00,ELEVE,MOYEN,ELEVE,ELEVE
1552,Dupont,Patrick,Mme,146 Rue Nationale,Marseille,13001,0786978487,patrickdupont@hotmail.fr,Régime TNS,03/03/1968,17/05/2023,,0,web,,,,,,09/03/2023 00:00:00,MAXI,MOYEN,MOYEN,ELEVE
1553,Muller,Nathalie,M,100 Rue des Fleurs,Le Havre,76600,0625916423,nathalie.muller37@gmail.com,Hors sécu,02/04/1946,06/08/2023,02/11/1944,0,web,,,,,,31/07/2023 00:00:00,MAXI,ELEVE,ELEVE,MOYEN
1554,Garnier,Isabelle,M,175 Rue de la Paix,Saint-Étienne,42000,0753606223,isabelle.garnier54@free.fr,Régime général,25/02/1992,01/10/2023,,1,web,28/09/2014,,,,,19/07/2023 00:00:00,MAXI,MOYEN,MOYEN,ELEVE
1555,Fontaine,Caroline,M,17 Rue de la Paix,Reims,51100,0700327303,caroline.fontaine@orange.fr,Hors sécu,12/08/1975,03/06/2024,25/03/1976,0,web,,,,,,10/04/2024 00:00:00,MOYEN,ELEVE,ELEVE,ELEVE
1556,Gauthier,Patricia,Mme,143 Rue des Fleurs,Saint-Étienne,42000,0603806958,patriciagauthier@free.fr,Régime général,26/12/1989,12/01/2021,,2,web,08/12/2010,27/06/2008,,,,14/12/2020 00:00:00,MAXI,ECO,MAXI,ECO
1557,Morin,Nicolas,Mme,164 Rue Nationale,Versailles,78000,0766369472,nicolasmorin@gmail.com,Régime général,23/02/1946,12/11/2019,17/03/1941,2,web,15/02/1995,01/10/2004,,,,02/10/2019 00:00:00,MOYEN,MOYEN,MOYEN,MOYEN
1558,Morel,Christophe,Mme,171 Rue des Fleurs,Nîmes,30000,0703753531,christophemorel33@yahoo.fr,Régime général,11/05/1970,16/11/2020,16/11/1972,0,web,,,,,,10/10/2020 00:00:00,MAXI,ELEVE,ELEVE,ELEVE
1559,Gauthier,Christophe,M,14 Rue République,Toulon,83000,0787807126,christophe_gauthier80@yahoo.fr,Régime général,11/12/1944,21/12/2022,21/10/1948,0,MH-80,,,,,,05/11/2022 00:00:00,MOYEN,ECO,MAXI,MOYEN
1560,André,Jacques,M,71 Rue des Fleurs,Nantes,44000,0777649136,jacquesandre@gmail.com,Régime agricole,20/12/1953,14/04/2022,,2,web,17/09/2015,23/01/2017,,,,11/04/2022 00:00:00,MOYEN,ELEVE,ELEVE,MOYEN
1561,André,Pascal,Mme,171 Rue de la Paix,Nice,06000,0694849434,pascalandre@hotmail.fr,Régime général,05/03/1972,09/03/2023,,2,web,04/07/1997,11/11/2004,,,,12/12/2022 00:00:00,ECO,MAXI,MOYEN,MAXI
1562,Dupont,Karine,Mme,5 Rue de la Paix,Marseille,13001,0659567832,karine.dupont@sfr.fr,Régime général,18/04/1960,18/07/2024,,0,Celibataire_178_Vital,,,,,,21/05/2024 00:00:00,MAXI,ELEVE,MOYEN,MAXI
1563,Martin,Bruno,M,199 Rue République,Toulouse,31000,0660878072,bruno.martin29@laposte.net,Régime général,03/05/1968,29/04/2023,14/01/1966,0,Celibataire_45_Eric,,,,,,02/02/2023 00:00:00,MOYEN,ECO,ECO,ELEVE
1564,Simon,Michel,M,58 Rue République,Paris,75001,0783656707,michelsimon@gmail.com,Régime général,20/10/1955,12/06/2021,08/07/1953,1,web,01/03/2007,,,,,29/05/2021 00:00:00,ELEVE,MAXI,MOYEN,MAXI
1565,Mathieu,Françoise,Mme,82 Rue République,Rennes,35000,0773931649,françoise.mathieu@sfr.fr,Régime CFE,27/05/1970,30/01/2019,,1,web,14/10/2013,,,,,11/01/2019 00:00:00,MAXI,MOYEN,ECO,MAXI
1566,Guerin,Chantal,Mme,137 Rue de la Paix,Créteil,94000,0625312926,chantal_guerin@yahoo.fr,Régime général,24/08/1970,08/01/2023,,2,MH-30M,02/11/2000,17/06/1998,,,,31/10/2022 00:00:00,ELEVE,MAXI,MOYEN,ELEVE
1567,Dubois,Céline,M,149 Rue de la Paix,Nîmes,30000,0673885467,celinedubois@yahoo.fr,Régime général,02/09/1986,23/07/2024,13/05/1990,2,Celibataire_45_Eric,20/06/2021,01/12/2010,,,,21/07/2024 00:00:00,MOYEN,MOYEN,ELEVE,ELEVE
1568,Dupont,Martine,Mme,155 Rue République,Argenteuil,95100,0631985967,martine.dupont14@sfr.fr,Régime général,27/04/1970,18/10/2024,,0,couple30_54_Vital,,,,,,25/07/2024 00:00:00,MOYEN,ELEVE,ELEVE,ELEVE
1569,Vincent,Bernard,M,194 Rue République,Nice,06000,0709429412,bernard_vincent@sfr.fr,Alsace-Moselle,18/11/1944,13/05/2021,,3,web,06/12/2001,03/11/2010,19/02/2018,,,03/04/2021 00:00:00,ELEVE,MAXI,ELEVE,MAXI
1570,Clement,Julien,M,120 Rue Nationale,Montpellier,34000,0706289513,julien_clement@gmail.com,Régime général,08/03/1959,19/10/2025,,0,web,,,,,,12/08/2025 00:00:00,ECO,ECO,MAXI,MAXI
1571,Michel,Sandrine,Mme,42 Rue des Fleurs,Angers,49000,0697026638,sandrine.michel@gmail.com,Régime général,10/05/1978,06/05/2025,,2,MH-80,01/04/2005,17/02/2009,,,,29/04/2025 00:00:00,ELEVE,MAXI,MOYEN,MAXI
1572,Richard,Sandrine,Mme,116 Rue Nationale,Angers,49000,0692889203,sandrine.richard@yahoo.fr,Régime général,08/02/1984,01/02/2023,27/02/1988,2,web,14/09/2007,15/06/2021,,,,27/11/2022 00:00:00,ELEVE,MOYEN,ELEVE,MOYEN
1573,François,Julie,Mme,174 Rue de la Paix,Bordeaux,33000,0660677871,juliefrançois@hotmail.fr,Hors sécu,17/06/2003,07/02/2024,,0,web,,,,,,24/12/2023 00:00:00,MAXI,ELEVE,MOYEN,ELEVE
1574,Laurent,Alexandre,Mme,179 Rue République,Saint-Étienne,42000,0645375257,alexandrelaurent@orange.fr,Hors sécu,25/06/1983,12/02/2022,,2,web,13/04/2019,27/10/2012,,,,26/12/2021 00:00:00,MAXI,MAXI,ELEVE,MAXI
1575,Morel,Christophe,M,182 Rue de la Paix,Nice,06000,0711156733,christophemorel@hotmail.fr,Hors sécu,21/07/1958,23/05/2022,,0,MH-30M,,,,,,02/05/2022 00:00:00,ECO,MAXI,ELEVE,ELEVE
1576,Vincent,Chantal,Mme,52 Rue des Fleurs,Montreuil,93100,0619346502,chantal_vincent@orange.fr,Régime général,02/08/1978,25/10/2022,,2,web,14/11/2021,01/09/1998,,,,02/08/2022 00:00:00,MAXI,ECO,MOYEN,ECO
1577,Perrin,Martine,M,63 Rue République,Lille,59000,0724570515,martine_perrin@laposte.net,Alsace-Moselle,12/12/1958,24/11/2023,25/04/1960,0,ERIC,,,,,,21/10/2023 00:00:00,MAXI,ELEVE,MOYEN,MAXI
1578,Lefebvre,Françoise,M,23 Rue Nationale,Angers,49000,0686286974,françoise_lefebvre@free.fr,Régime général,27/01/1972,24/02/2025,,2,MH-50M-Eric,09/03/1999,28/12/2003,,,,12/12/2024 00:00:00,MAXI,ELEVE,MOYEN,ELEVE
1579,Legrand,David,M,144 Rue Nationale,Paris,75001,0668193192,david.legrand@laposte.net,Régime général,18/11/1990,22/03/2021,,0,web,,,,,,06/01/2021 00:00:00,MOYEN,ECO,ECO,ELEVE
1580,Dumont,Laetitia,M,93 Rue République,Nantes,44000,0754189258,laetitiadumont99@yahoo.fr,Régime CFE,08/12/1945,13/05/2022,06/07/1950,2,web,22/04/2011,28/05/2004,,,,23/02/2022 00:00:00,ELEVE,MAXI,MOYEN,MAXI
1581,André,Alain,M,157 Rue de la Paix,Saint-Étienne,42000,0779865716,alainandre@sfr.fr,Régime général,07/01/1987,09/03/2019,,2,MH-42,05/09/2017,07/08/2013,,,,15/01/2019 00:00:00,MAXI,ECO,ECO,ECO
1582,Moreau,Nicolas,M,138 Rue République,Argenteuil,95100,0743476088,nicolas.moreau22@yahoo.fr,Régime général,02/06/1955,06/08/2020,,0,web,,,,,,24/07/2020 00:00:00,MOYEN,MAXI,ELEVE,ECO
1583,Rousseau,Catherine,Mme,102 Rue Victor Hugo,Villeurbanne,69100,0608460172,catherinerousseau@free.fr,Régime général,21/11/1955,13/02/2023,07/11/1953,0,web,,,,,,20/01/2023 00:00:00,MOYEN,MOYEN,MAXI,MAXI
1584,Michel,Martine,M,171 Rue Nationale,Boulogne-Billancourt,92100,0791163430,martine.michel89@gmail.com,Régime général,10/07/1946,05/11/2020,,0,web,,,,,,15/09/2020 00:00:00,MAXI,ELEVE,MAXI,ELEVE
1585,David,Pascal,Mme,137 Rue République,Argenteuil,95100,0796229511,pascaldavid@gmail.com,Régime général,06/07/1978,06/02/2020,,2,couple30_54_Eric,09/09/2016,10/06/2009,,,,06/02/2020 00:00:00,MAXI,ECO,MOYEN,MOYEN
1586,Dubois,Nathalie,Mme,76 Rue Nationale,Saint-Étienne,42000,0617495389,nathalie.dubois@hotmail.fr,Alsace-Moselle,24/07/1960,13/12/2024,06/01/1955,0,MH1,,,,,,28/11/2024 00:00:00,MAXI,MAXI,MOYEN,MAXI
1587,Robert,Véronique,Mme,175 Rue République,Paris,75001,0638935440,veronique_robert@gmail.com,Régime général,21/07/1976,09/08/2020,11/05/1973,2,MH-32MC,28/04/2005,14/02/2016,,,,03/07/2020 00:00:00,ECO,ELEVE,ELEVE,MOYEN
1588,Simon,Vincent,Mme,112 Rue Nationale,Villeurbanne,69100,0648533317,vincent.simon@orange.fr,Régime général,01/06/1968,17/03/2019,01/11/1963,1,web,24/11/2008,,,,,04/03/2019 00:00:00,ECO,ELEVE,ELEVE,MAXI
1589,Fontaine,Olivier,Mme,41 Rue de la Paix,Saint-Denis,93200,0688152089,olivierfontaine57@orange.fr,Régime général,19/03/2000,26/07/2022,,1,DR,06/12/2018,,,,,21/07/2022 00:00:00,MOYEN,ELEVE,MOYEN,MOYEN
1590,Simon,Isabelle,M,72 Rue des Fleurs,Le Havre,76600,0639430325,isabelle.simon@laposte.net,Régime général,06/07/1967,31/05/2023,25/06/1972,1,PROGES,24/08/2022,,,,,27/05/2023 00:00:00,MAXI,ELEVE,ELEVE,MAXI
1591,Dupont,Patrick,Mme,54 Rue des Fleurs,Nice,06000,0728580330,patrickdupont@free.fr,Régime général,18/04/1956,01/08/2024,02/05/1957,2,web,27/11/2000,21/08/2017,,,,15/06/2024 00:00:00,MAXI,ELEVE,MOYEN,ELEVE
1592,Lambert,Sandrine,Mme,170 Rue de la Paix,Créteil,94000,0790518237,sandrine_lambert79@yahoo.fr,Régime général,19/03/1987,16/04/2020,,2,ORANGE_01_09,11/01/2010,22/05/2019,,,,29/01/2020 00:00:00,ELEVE,MAXI,MOYEN,ELEVE
1593,Vincent,Olivier,Mme,65 Rue de la Paix,Bordeaux,33000,0634568848,olivier_vincent@orange.fr,Régime général,23/10/1971,17/10/2019,03/12/1975,0,web,,,,,,01/08/2019 00:00:00,MOYEN,MAXI,MAXI,ECO
1594,Vincent,Eric,M,68 Rue de la Paix,Argenteuil,95100,0608180368,ericvincent@yahoo.fr,Régime général,13/10/1989,01/07/2024,05/08/1994,2,web,13/07/2021,25/01/2013,,,,16/06/2024 00:00:00,MAXI,MOYEN,MAXI,MOYEN
1595,Leroy,Delphine,Mme,30 Rue Nationale,Saint-Denis,93200,0626957752,delphineleroy@free.fr,Régime général,19/11/1968,22/11/2020,,1,web,07/05/2020,,,,,22/09/2020 00:00:00,MOYEN,MAXI,MAXI,MOYEN
1596,Mathieu,Sylvie,M,81 Rue Victor Hugo,Montreuil,93100,0781353764,sylvie.mathieu@sfr.fr,Régime général,07/07/1998,13/06/2022,,0,web,,,,,,01/04/2022 00:00:00,MOYEN,ECO,MAXI,ELEVE
1597,Nicolas,Vincent,M,11 Rue des Fleurs,Montpellier,34000,0732987340,vincent.nicolas78@gmail.com,Régime général,20/04/2006,15/12/2024,,1,couple30_54_Vital,20/04/2024,,,,,11/10/2024 00:00:00,ELEVE,ELEVE,MAXI,ELEVE
1598,Girard,Jacqueline,Mme,10 Rue République,Bordeaux,33000,0696781945,jacqueline_girard@hotmail.fr,Alsace-Moselle,07/08/1960,07/09/2024,,0,fb-compagne-2023,,,,,,25/06/2024 00:00:00,MAXI,ELEVE,MAXI,MAXI
1599,Nicolas,Alain,Mme,103 Rue des Fleurs,Saint-Étienne,42000,0608041756,alainnicolas28@laposte.net,Régime général,22/01/2000,27/06/2024,01/05/1995,0,web,,,,,,17/05/2024 00:00:00,ELEVE,ELEVE,MOYEN,MOYEN
1600,Dumont,Christophe,Mme,174 Rue Nationale,Nantes,44000,0665872363,christophe_dumont5@hotmail.fr,Régime général,22/02/1950,02/06/2019,,1,web,15/09/1994,,,,,10/05/2019 00:00:00,MAXI,ELEVE,ELEVE,MAXI
1601,Guerin,Didier,Mme,141 Rue de la Paix,Boulogne-Billancourt,92100,0691278988,didier_guerin74@laposte.net,Régime général,04/08/1977,20/01/2022,,1,web,26/06/2009,,,,,16/12/2021 00:00:00,ELEVE,MAXI,MAXI,ELEVE
1602,Dupont,Brigitte,M,50 Rue Nationale,Paris,75001,0604376318,brigitte_dupont@orange.fr,Régime général,10/09/1967,13/09/2025,18/11/1967,0,web,,,,,,13/07/2025 00:00:00,MOYEN,MAXI,MAXI,MOYEN
1603,Durand,Annie,M,10 Rue Nationale,Le Havre,76600,0760231064,annie.durand@free.fr,Régime général,27/10/1958,24/07/2024,28/12/1955,2,web,24/05/2021,01/01/2015,,,,16/07/2024 00:00:00,MAXI,ELEVE,ELEVE,MOYEN
1604,Lambert,Corinne,M,192 Rue République,Dijon,21000,0673449799,corinne.lambert@hotmail.fr,Régime TNS,06/03/1959,10/08/2024,,0,fb-compagne-2023,,,,,,14/06/2024 00:00:00,ELEVE,ELEVE,MAXI,MAXI
1605,Lefebvre,Thomas,Mme,131 Rue Nationale,Saint-Denis,93200,0671053925,thomaslefebvre@laposte.net,Régime général,21/07/1981,09/11/2025,,1,ERIC,15/05/2015,,,,,09/09/2025 00:00:00,ELEVE,ECO,ELEVE,MOYEN
1606,Durand,Jacqueline,Mme,90 Rue Nationale,Angers,49000,0604131667,jacqueline_durand1@orange.fr,Régime général,23/04/1985,02/12/2023,16/02/1980,2,Celibataire_178_Vital,23/04/2014,02/05/2023,,,,28/10/2023 00:00:00,MOYEN,MOYEN,MOYEN,MAXI
1607,François,Christine,M,3 Rue Nationale,Nîmes,30000,0727299043,christinefrançois@sfr.fr,Régime général,23/12/1960,24/01/2024,07/07/1958,0,web,,,,,,29/11/2023 00:00:00,MAXI,ELEVE,ELEVE,ELEVE
1608,Dupont,Jacqueline,Mme,164 Rue Victor Hugo,Nice,06000,0658464725,jacqueline_dupont@gmail.com,Régime général,28/03/1947,22/08/2024,,2,PROGES,24/03/2023,08/05/2013,,,,18/06/2024 00:00:00,MAXI,MAXI,ELEVE,MAXI
1609,Simon,Jacques,Mme,82 Rue République,Créteil,94000,0626134097,jacques.simon@gmail.com,Régime général,07/11/2003,25/04/2023,,0,Celibataire_45_Eric,,,,,,22/04/2023 00:00:00,MOYEN,MOYEN,MOYEN,ELEVE
1610,Dumont,Marc,M,72 Rue Victor Hugo,Le Havre,76600,0669435328,marcdumont@free.fr,Alsace-Moselle,14/08/1978,01/11/2020,21/05/1978,1,Celibataire_45_Eric,08/06/2020,,,,,25/09/2020 00:00:00,ELEVE,MOYEN,MAXI,MOYEN
1611,Guerin,Nicole,M,30 Rue Victor Hugo,Marseille,13001,0778864555,nicole.guerin16@free.fr,Régime général,02/09/1991,02/05/2024,,0,web,,,,,,25/03/2024 00:00:00,ECO,ECO,MOYEN,MOYEN
1612,Fontaine,Jean,Mme,75 Rue de la Paix,Reims,51100,0635998962,jean_fontaine@sfr.fr,Régime TNS,16/06/1959,22/06/2019,12/10/1962,1,DR,13/09/2018,,,,,04/05/2019 00:00:00,MOYEN,MOYEN,MAXI,ECO
1613,Morel,Martine,Mme,124 Rue des Fleurs,Le Havre,76600,0751937849,martine_morel23@yahoo.fr,Régime général,13/01/2001,10/09/2020,,1,couple30_54_Vital,12/11/2019,,,,,08/09/2020 00:00:00,MOYEN,MOYEN,ELEVE,ELEVE
1614,Bertrand,Véronique,M,109 Rue Victor Hugo,Saint-Denis,93200,0634616461,veronique_bertrand@yahoo.fr,Régime général,17/06/1951,22/04/2024,,0,MH-32MC,,,,,,04/02/2024 00:00:00,ECO,ECO,ELEVE,MOYEN
1615,Moreau,Martine,Mme,43 Rue des Fleurs,Saint-Denis,93200,0719884089,martinemoreau99@orange.fr,Régime général,28/03/1996,06/11/2023,,2,web,02/08/2019,01/02/2015,,,,03/11/2023 00:00:00,MOYEN,ELEVE,MOYEN,ECO
1616,Leroy,Julie,M,187 Rue de la Paix,Saint-Étienne,42000,0658899058,julie.leroy3@sfr.fr,Hors sécu,16/02/1972,07/06/2022,,0,web,,,,,,22/05/2022 00:00:00,ELEVE,ECO,MOYEN,ELEVE
1617,Dumont,Stéphane,M,88 Rue des Fleurs,Paris,75001,0799021311,stephane_dumont@laposte.net,Hors sécu,18/01/1982,11/04/2021,,2,couple30_54_Vital,24/12/2018,13/06/2020,,,,27/02/2021 00:00:00,ELEVE,ELEVE,MOYEN,MOYEN
1618,Leroy,Marie,Mme,39 Rue République,Créteil,94000,0662074988,marie_leroy@sfr.fr,Régime général,10/03/2000,30/05/2022,,1,web,25/07/2019,,,,,27/05/2022 00:00:00,MOYEN,ECO,MAXI,MOYEN
1619,Laurent,Christophe,M,95 Rue Nationale,Saint-Étienne,42000,0771665781,christophe.laurent74@gmail.com,Régime général,05/10/2004,16/10/2022,24/02/2004,0,MH1,,,,,,07/08/2022 00:00:00,ECO,MAXI,MOYEN,MAXI
1620,David,Patricia,M,83 Rue Victor Hugo,Dijon,21000,0623072487,patricia_david24@orange.fr,Régime général,25/11/1968,10/02/2023,13/02/1963,2,web,02/06/2014,05/07/2006,,,,15/11/2022 00:00:00,MOYEN,MOYEN,MAXI,ELEVE
1621,Mathieu,Sylvie,M,52 Rue des Fleurs,Nîmes,30000,0640835442,sylviemathieu@laposte.net,Régime général,16/06/1982,07/11/2023,04/07/1979,1,web,01/12/2007,,,,,20/08/2023 00:00:00,MAXI,MOYEN,MAXI,MAXI
1622,Blanc,Gérard,Mme,46 Rue République,Dijon,21000,0727622368,gerard.blanc@gmail.com,Régime général,06/10/1999,21/01/2025,12/07/1995,0,MH-42,,,,,,12/12/2024 00:00:00,MOYEN,ECO,MOYEN,ELEVE
1623,Bertrand,Alain,Mme,42 Rue Victor Hugo,Toulouse,31000,0617710629,alain_bertrand@orange.fr,Régime général,20/04/1972,28/04/2024,,2,web,11/06/2002,27/08/2004,,,,09/04/2024 00:00:00,MAXI,MAXI,ELEVE,MAXI
1624,Mercier,Émilie,M,165 Rue République,Versailles,78000,0691032318,emilie_mercier@hotmail.fr,Régime TNS,10/10/1953,17/03/2019,22/06/1955,0,web,,,,,,14/03/2019 00:00:00,MOYEN,MAXI,ELEVE,MAXI
1625,Muller,Christophe,Mme,121 Rue Nationale,Créteil,94000,0601104083,christophemuller60@orange.fr,Régime agricole,14/07/2002,01/12/2023,,0,fb-mutuelle-senior-mars-1,,,,,,15/10/2023 00:00:00,MOYEN,ELEVE,MOYEN,MAXI
1626,Bernard,Françoise,M,165 Rue Victor Hugo,Saint-Denis,93200,0642253939,françoise.bernard47@yahoo.fr,Alsace-Moselle,18/11/2002,01/06/2025,,0,web,,,,,,03/04/2025 00:00:00,MOYEN,MOYEN,MOYEN,ELEVE
1627,Laurent,Didier,Mme,73 Rue des Fleurs,Toulon,83000,0760363839,didier_laurent@laposte.net,Régime général,12/05/1977,13/07/2024,06/01/1977,2,web,26/11/2021,12/09/2008,,,,10/07/2024 00:00:00,ELEVE,ECO,MAXI,MAXI
1628,Bernard,Catherine,Mme,95 Rue des Fleurs,Argenteuil,95100,0777069392,catherinebernard83@orange.fr,Régime général,10/11/1959,11/08/2024,19/12/1954,0,web,,,,,,26/06/2024 00:00:00,MAXI,ELEVE,MAXI,MOYEN
1629,Fournier,Thierry,M,75 Rue Nationale,Le Havre,76600,0778189863,thierryfournier@free.fr,Régime général,23/07/1996,10/11/2019,,0,web,,,,,,12/08/2019 00:00:00,ELEVE,ECO,MOYEN,MAXI
1630,Muller,Karine,M,35 Rue de la Paix,Rennes,35000,0685723501,karinemuller@orange.fr,Régime TNS,10/12/1962,15/02/2020,,0,web,,,,,,18/11/2019 00:00:00,MOYEN,ELEVE,ELEVE,ELEVE
1631,Bonnet,Gérard,Mme,91 Rue République,Nice,06000,0779178220,gerard.bonnet@sfr.fr,Régime général,07/11/1981,18/09/2024,,0,web,,,,,,17/07/2024 00:00:00,ECO,MOYEN,MOYEN,MAXI
1632,Bernard,Sébastien,M,153 Rue de la Paix,Toulouse,31000,0725157595,sebastien.bernard@orange.fr,Régime TNS,06/05/1955,27/07/2020,,0,web,,,,,,20/05/2020 00:00:00,MAXI,MOYEN,MAXI,ELEVE
1633,Petit,Didier,Mme,70 Rue Victor Hugo,Créteil,94000,0674966529,didier_petit@hotmail.fr,Régime général,26/11/1957,02/08/2019,01/01/1954,2,web,21/05/1997,23/09/2008,,,,25/06/2019 00:00:00,MAXI,ECO,ELEVE,MOYEN
1634,Martinez,Isabelle,Mme,53 Rue Victor Hugo,Toulouse,31000,0736757777,isabelle.martinez@orange.fr,Hors sécu,05/08/1964,11/07/2019,,1,web,21/03/2017,,,,,03/07/2019 00:00:00,MAXI,ELEVE,ELEVE,MAXI
1635,Girard,Julie,Mme,121 Rue Nationale,Angers,49000,0628061990,julie_girard51@hotmail.fr,Régime TNS,11/08/1948,16/06/2020,01/02/1943,2,web,21/12/2011,20/08/2002,,,,16/06/2020 00:00:00,ELEVE,MOYEN,ELEVE,ELEVE
1636,Garnier,Patrick,Mme,189 Rue de la Paix,Versailles,78000,0625369525,patrick_garnier@sfr.fr,Régime agricole,05/08/1988,14/07/2023,,3,web,04/08/2021,25/05/2018,13/06/2016,,,29/05/2023 00:00:00,ECO,MAXI,MOYEN,ELEVE
1637,Morel,Sylvie,Mme,46 Rue des Fleurs,Montreuil,93100,0694764612,sylviemorel79@free.fr,Régime général,18/08/2005,22/06/2023,,0,ORANGE_01_09,,,,,,05/04/2023 00:00:00,ECO,MOYEN,MOYEN,MAXI
1638,David,Alexandre,Mme,82 Rue de la Paix,Toulouse,31000,0766300636,alexandre.david@laposte.net,Régime général,13/10/1954,16/07/2021,13/06/1952,2,web,09/05/1999,28/10/2014,,,,18/04/2021 00:00:00,ELEVE,ELEVE,MAXI,ECO
1639,Robert,Céline,Mme,77 Rue des Fleurs,Saint-Étienne,42000,0613537396,celine_robert@yahoo.fr,Régime général,15/01/1985,31/08/2019,,0,web,,,,,,09/08/2019 00:00:00,MAXI,ECO,MOYEN,MAXI
